Pathway identifier,Pathway name,# Entities found,# Entities total,Entities ratio,Entities pValue,Entities FDR,# Reactions found,# Reactions total,Reactions ratio,Species identifier,Species name,Submitted entities found,Mapped entities,Found reaction identifiers
R-HSA-186763,"Downstream signal transduction",31,360,0.03532182103610675,0.9823492889990886,0.9823492889990886,20,97,0.011843711843711843,48887,Homo sapiens,"ENSG00000095261;ENSG00000141968;ENSG00000117461;ENSG00000100902;ENSG00000166068;ENSG00000099341;ENSG00000136930;ENSG00000108344;ENSG00000186895;ENSG00000213341;ENSG00000117461;ENSG00000111276;ENSG00000184481;ENSG00000100902;ENSG00000110799;ENSG00000132670;ENSG00000159352;ENSG00000134698;ENSG00000186895;ENSG00000008018;ENSG00000107263;ENSG00000099341;ENSG00000105723;ENSG00000171862;ENSG00000179295;ENSG00000092010;ENSG00000132670;ENSG00000092010;ENSG00000115415;ENSG00000138675;ENSG00000184481;ENSG00000185627;ENSG00000166068;ENSG00000136930;ENSG00000101843;ENSG00000134698;ENSG00000100519;ENSG00000100519;ENSG00000169047;ENSG00000115415;ENSG00000198369;ENSG00000179295;ENSG00000105723;ENSG00000169047;ENSG00000185627;ENSG00000095261;ENSG00000008018;ENSG00000107263;ENSG00000159352;ENSG00000171862;ENSG00000115233;ENSG00000115233;ENSG00000110799;ENSG00000198369;ENSG00000138675;ENSG00000213341;ENSG00000141968;ENSG00000108344;ENSG00000101843;ENSG00000111276","P48556;P11487;O43242;P42224;P18433;P35568;O00487;O15111;Q99436;P20618;Q13905;Q92569;Q06124;Q7Z699;P55036;Q7Z698;P49840;Q16401;Q9HCK5;P98177-1;P98177-2;Q06323;Q9UNM6;P15498;P04275;P62333;P12034-1;P60900;P60484;O75832;P46527","R-HSA-5658231;R-HSA-5658438;R-HSA-5672978;R-HSA-5672980;R-HSA-2321904;R-HSA-2318752;R-HSA-199299;R-HSA-198611;R-HSA-382052;R-HSA-198371;R-HSA-198613;R-HSA-5672965;R-HSA-199456;R-HSA-5658424;R-HSA-2316434;R-HSA-5672972;R-HSA-5672973;R-HSA-380782;R-HSA-5658430;R-HSA-186778"
R-HSA-2871837,"FCERI mediated NF-kB activation",19,242,0.023744113029827315,0.9834936772275534,0.9834936772275534,8,19,0.00231990231990232,48887,Homo sapiens,"ENSG00000136930;ENSG00000095261;ENSG00000100324;ENSG00000101843;ENSG00000109320;ENSG00000100519;ENSG00000113558;ENSG00000100519;ENSG00000100902;ENSG00000135341;ENSG00000099804;ENSG00000099341;ENSG00000136930;ENSG00000099804;ENSG00000185627;ENSG00000108344;ENSG00000213341;ENSG00000095261;ENSG00000166167;ENSG00000008018;ENSG00000100902;ENSG00000109320;ENSG00000100324;ENSG00000135341;ENSG00000159352;ENSG00000159352;ENSG00000166167;ENSG00000008018;ENSG00000099341;ENSG00000115233;ENSG00000115233;ENSG00000092010;ENSG00000092010;ENSG00000213341;ENSG00000113558;ENSG00000108344;ENSG00000185627;ENSG00000101843","P48556;O43242;Q9Y297;Q06323;Q15750;P19838;O00487;O15111;Q99436;P20618;O43318;P49427;Q9UNM6;P63208;P55036;P62333;P60900;O75832;Q16401","R-HSA-5607728;R-HSA-202541;R-HSA-2730894;R-HSA-202534;R-HSA-2730876;R-HSA-2730861;R-HSA-2730900;R-HSA-5607724"
R-HSA-114604,"GPVI-mediated activation cascade",3,64,0.006279434850863423,0.9835131508494857,0.9835131508494857,10,21,0.002564102564102564,48887,Homo sapiens,"ENSG00000141968;ENSG00000117461;ENSG00000117461;ENSG00000141968;ENSG00000179295;ENSG00000179295","Q92569;P15498;Q06124","R-HSA-437118;R-HSA-430158;R-HSA-437932;R-HSA-453200;R-HSA-442273;R-HSA-198284;R-HSA-434633;R-HSA-437936;R-HSA-437162;R-HSA-434637"
R-HSA-70263,"Gluconeogenesis",3,64,0.006279434850863423,0.9835131508494857,0.9835131508494857,3,21,0.002564102564102564,48887,Homo sapiens,"ENSG00000109107;ENSG00000115840;ENSG00000105220;ENSG00000105220;ENSG00000115840;ENSG00000109107","P09972;O75746;P06744","R-HSA-70475;R-HSA-372448;R-HSA-71495"
R-HSA-72695,"Formation of the ternary complex, and subsequently, the 43S complex",2,50,0.004905808477237049,0.9836066853743185,0.9836066853743185,1,3,3.663003663003663E-4,48887,Homo sapiens,"ENSG00000171863;ENSG00000138326;ENSG00000138326;ENSG00000171863","P62081;P62847","R-HSA-72691"
R-HSA-73762,"RNA Polymerase I Transcription Initiation",2,50,0.004905808477237049,0.9836066853743185,0.9836066853743185,1,6,7.326007326007326E-4,48887,Homo sapiens,"ENSG00000162521;ENSG00000182979;ENSG00000182979;ENSG00000162521","Q09028;Q13330","R-HSA-73739"
R-HSA-442755,"Activation of NMDA receptor upon glutamate binding and postsynaptic events",2,50,0.004905808477237049,0.9836066853743185,0.9836066853743185,3,22,0.002686202686202686,48887,Homo sapiens,"ENSG00000177189;ENSG00000117676;ENSG00000177189;ENSG00000117676","Q15418;P51812","R-HSA-442724;R-HSA-442739;R-HSA-444253"
R-HSA-451326,"Activation of Kainate Receptors upon glutamate binding",1,34,0.0033359497645211933,0.9838113296129092,0.9838113296129092,1,6,7.326007326007326E-4,48887,Homo sapiens,"ENSG00000059769","P50151","R-HSA-500717"
R-HSA-418990,"Adherens junctions interactions",1,34,0.0033359497645211933,0.9838113296129092,0.9838113296129092,2,15,0.0018315018315018315,48887,Homo sapiens,"ENSG00000079112;ENSG00000079112","Q12864","R-HSA-419002;R-HSA-419001"
R-HSA-1592389,"Activation of Matrix Metalloproteinases",1,34,0.0033359497645211933,0.9838113296129092,0.9838113296129092,2,27,0.0032967032967032967,48887,Homo sapiens,"ENSG00000136943;ENSG00000136943","O60911","R-HSA-1604752;R-HSA-1592362"
R-HSA-381340,"Transcriptional regulation of white adipocyte differentiation",6,102,0.010007849293563579,0.9840662777174384,0.9840662777174384,11,19,0.00231990231990232,48887,Homo sapiens,"ENSG00000112237;ENSG00000105329;ENSG00000109320;ENSG00000159479;ENSG00000159479;ENSG00000105329;ENSG00000112237;ENSG00000160563;ENSG00000109320;ENSG00000152944;ENSG00000152944;ENSG00000160563","Q6P2C8;Q96G25;P19838;P01137;Q13503;P24863","R-HSA-560493;R-HSA-381309;R-HSA-1183003;R-HSA-560510;R-HSA-560491;R-HSA-560472;R-HSA-560473;R-HSA-560517;R-HSA-1183058;R-HSA-560498;R-HSA-381283"
R-HSA-4086398,"Ca2+ pathway",4,78,0.007653061224489796,0.9848015787365533,0.9848015787365533,12,26,0.0031746031746031746,48887,Homo sapiens,"ENSG00000138814;ENSG00000134698;ENSG00000134698;ENSG00000138814;ENSG00000059769;ENSG00000135341;ENSG00000135341","O43318;P50151;Q08209;Q9HCK5","R-HSA-4518585;R-HSA-3965444;R-HSA-4551451;R-HSA-4551465;R-HSA-3965447;R-HSA-3965441;R-HSA-4518575;R-HSA-398040;R-HSA-398193;R-HSA-4332356;R-HSA-4332388;R-HSA-2730872"
R-HSA-3928662,"EPHB-mediated forward signaling",2,51,0.0050039246467817895,0.9852342397096624,0.9852342397096624,22,26,0.0031746031746031746,48887,Homo sapiens,"ENSG00000106299;ENSG00000125266;ENSG00000125266;ENSG00000106299","P52799;O00401","R-HSA-3928612;R-HSA-3928583;R-HSA-3928610;R-HSA-3928576;R-HSA-3928644;R-HSA-3928645;R-HSA-3928577;R-HSA-3928588;R-HSA-3928623;R-HSA-3928617;R-HSA-3928598;R-HSA-3928627;R-HSA-4093339;R-HSA-3928592;R-HSA-3928595;R-HSA-4093336;R-HSA-4093332;R-HSA-4093331;R-HSA-3928601;R-HSA-4093330;R-HSA-3928600;R-HSA-3928632"
R-HSA-5620912,"Anchoring of the basal body to the plasma membrane",5,91,0.008928571428571428,0.9853906968802343,0.9853906968802343,8,9,0.001098901098901099,48887,Homo sapiens,"ENSG00000186638;ENSG00000170312;ENSG00000135315;ENSG00000080824;ENSG00000168385;ENSG00000080824;ENSG00000135315;ENSG00000170312;ENSG00000168385","P07900;Q5T7B8;Q15019;P06493;Q5TB80","R-HSA-5626227;R-HSA-5617816;R-HSA-5626228;R-HSA-5638009;R-HSA-5626681;R-HSA-5626223;R-HSA-5626699;R-HSA-5626220"
R-HSA-1500620,"Meiosis",5,91,0.008928571428571428,0.9853906968802343,0.9853906968802343,6,14,0.0017094017094017094,48887,Homo sapiens,"ENSG00000171772;ENSG00000160789;ENSG00000139618;ENSG00000132604;ENSG00000139618;ENSG00000128513;ENSG00000128513;ENSG00000132604;ENSG00000171772;ENSG00000160789","P02545-2;Q15554;Q9NUX5;P51587;Q8N0S2","R-HSA-912408;R-HSA-912505;R-HSA-912458;R-HSA-912429;R-HSA-912503;R-HSA-912496"
R-HSA-456926,"Thrombin signalling through proteinase activated receptors (PARs)",1,35,0.003434065934065934,0.9856632660331428,0.9856632660331428,6,14,0.0017094017094017094,48887,Homo sapiens,"ENSG00000059769","P50151","R-HSA-396996;R-HSA-397891;R-HSA-397835;R-HSA-114552;R-HSA-114558;R-HSA-396941"
R-HSA-888590,"GABA synthesis, release, reuptake and degradation",1,35,0.003434065934065934,0.9856632660331428,0.9856632660331428,2,9,0.001098901098901099,48887,Homo sapiens,"ENSG00000132639;ENSG00000132639","P60880","R-HSA-917744;R-HSA-888589"
R-HSA-5654733,"Negative regulation of FGFR4 signaling",1,35,0.003434065934065934,0.9856632660331428,0.9856632660331428,3,14,0.0017094017094017094,48887,Homo sapiens,"ENSG00000179295;ENSG00000179295","Q06124","R-HSA-1549564;R-HSA-5654684;R-HSA-5654734"
R-HSA-180024,"DARPP-32 events",1,35,0.003434065934065934,0.9856632660331428,0.9856632660331428,2,10,0.001221001221001221,48887,Homo sapiens,"ENSG00000138814;ENSG00000138814","Q08209","R-HSA-201787;R-HSA-201783"
R-HSA-5654706,"FRS-mediated FGFR3 signaling",20,255,0.02501962323390895,0.9857432008017293,0.9857432008017293,17,47,0.005738705738705739,48887,Homo sapiens,"ENSG00000095261;ENSG00000136930;ENSG00000101843;ENSG00000100519;ENSG00000100519;ENSG00000100902;ENSG00000169047;ENSG00000166068;ENSG00000179295;ENSG00000198369;ENSG00000169047;ENSG00000136930;ENSG00000099341;ENSG00000108344;ENSG00000185627;ENSG00000186895;ENSG00000095261;ENSG00000008018;ENSG00000100902;ENSG00000110799;ENSG00000159352;ENSG00000159352;ENSG00000132670;ENSG00000186895;ENSG00000008018;ENSG00000099341;ENSG00000115233;ENSG00000115233;ENSG00000110799;ENSG00000179295;ENSG00000092010;ENSG00000132670;ENSG00000092010;ENSG00000198369;ENSG00000138675;ENSG00000138675;ENSG00000185627;ENSG00000108344;ENSG00000166068;ENSG00000101843","P48556;P11487;O43242;Q06323;P18433;P35568;O00487;Q99436;P20618;Q9UNM6;Q06124;P55036;P04275;Q7Z699;P62333;Q7Z698;P12034-1;P60900;O75832;Q16401","R-HSA-5658231;R-HSA-5658438;R-HSA-5654408;R-HSA-5654633;R-HSA-5654409;R-HSA-5672978;R-HSA-5672980;R-HSA-5654413;R-HSA-5654631;R-HSA-5654628;R-HSA-5672965;R-HSA-5654623;R-HSA-5658424;R-HSA-5654416;R-HSA-5672972;R-HSA-5672973;R-HSA-5658430"
R-HSA-5654700,"FRS-mediated FGFR2 signaling",20,255,0.02501962323390895,0.9857432008017293,0.9857432008017293,17,47,0.005738705738705739,48887,Homo sapiens,"ENSG00000095261;ENSG00000136930;ENSG00000101843;ENSG00000100519;ENSG00000100519;ENSG00000100902;ENSG00000169047;ENSG00000166068;ENSG00000179295;ENSG00000198369;ENSG00000169047;ENSG00000136930;ENSG00000099341;ENSG00000108344;ENSG00000185627;ENSG00000186895;ENSG00000095261;ENSG00000008018;ENSG00000100902;ENSG00000110799;ENSG00000159352;ENSG00000159352;ENSG00000132670;ENSG00000186895;ENSG00000008018;ENSG00000099341;ENSG00000115233;ENSG00000115233;ENSG00000110799;ENSG00000179295;ENSG00000092010;ENSG00000132670;ENSG00000092010;ENSG00000198369;ENSG00000138675;ENSG00000138675;ENSG00000185627;ENSG00000108344;ENSG00000166068;ENSG00000101843","P48556;P11487;O43242;Q06323;P18433;P35568;O00487;Q99436;P20618;Q9UNM6;Q06124;P55036;P04275;Q7Z699;P62333;Q7Z698;P12034-1;P60900;O75832;Q16401","R-HSA-5658231;R-HSA-5658438;R-HSA-5654603;R-HSA-5672978;R-HSA-5654605;R-HSA-5672980;R-HSA-5654607;R-HSA-5654618;R-HSA-5672965;R-HSA-5654608;R-HSA-5658424;R-HSA-5654397;R-HSA-5654399;R-HSA-5672972;R-HSA-5672973;R-HSA-5658430;R-HSA-5654615"
R-HSA-5654693,"FRS-mediated FGFR1 signaling",20,255,0.02501962323390895,0.9857432008017293,0.9857432008017293,17,47,0.005738705738705739,48887,Homo sapiens,"ENSG00000095261;ENSG00000136930;ENSG00000101843;ENSG00000100519;ENSG00000100519;ENSG00000100902;ENSG00000169047;ENSG00000166068;ENSG00000179295;ENSG00000198369;ENSG00000169047;ENSG00000136930;ENSG00000099341;ENSG00000108344;ENSG00000185627;ENSG00000186895;ENSG00000095261;ENSG00000008018;ENSG00000100902;ENSG00000110799;ENSG00000159352;ENSG00000159352;ENSG00000132670;ENSG00000186895;ENSG00000008018;ENSG00000099341;ENSG00000115233;ENSG00000115233;ENSG00000110799;ENSG00000179295;ENSG00000092010;ENSG00000132670;ENSG00000092010;ENSG00000198369;ENSG00000138675;ENSG00000138675;ENSG00000185627;ENSG00000108344;ENSG00000166068;ENSG00000101843","P48556;P11487;O43242;Q06323;P18433;P35568;O00487;Q99436;P20618;Q9UNM6;Q06124;P55036;P04275;Q7Z699;P62333;Q7Z698;P12034-1;P60900;O75832;Q16401","R-HSA-5654575;R-HSA-5658231;R-HSA-5658438;R-HSA-5672978;R-HSA-5654571;R-HSA-5672980;R-HSA-5654569;R-HSA-5654586;R-HSA-5672965;R-HSA-5654587;R-HSA-5654584;R-HSA-5658424;R-HSA-5672972;R-HSA-5654578;R-HSA-5654392;R-HSA-5672973;R-HSA-5658430"
R-HSA-5654712,"FRS-mediated FGFR4 signaling",20,255,0.02501962323390895,0.9857432008017293,0.9857432008017293,11,47,0.005738705738705739,48887,Homo sapiens,"ENSG00000095261;ENSG00000136930;ENSG00000101843;ENSG00000100519;ENSG00000100519;ENSG00000100902;ENSG00000169047;ENSG00000166068;ENSG00000179295;ENSG00000198369;ENSG00000169047;ENSG00000136930;ENSG00000099341;ENSG00000108344;ENSG00000185627;ENSG00000186895;ENSG00000095261;ENSG00000008018;ENSG00000100902;ENSG00000110799;ENSG00000159352;ENSG00000159352;ENSG00000132670;ENSG00000186895;ENSG00000008018;ENSG00000099341;ENSG00000115233;ENSG00000115233;ENSG00000110799;ENSG00000179295;ENSG00000092010;ENSG00000132670;ENSG00000092010;ENSG00000198369;ENSG00000138675;ENSG00000138675;ENSG00000185627;ENSG00000108344;ENSG00000166068;ENSG00000101843","P48556;P11487;O43242;Q06323;P18433;P35568;O00487;Q99436;P20618;Q9UNM6;Q06124;P55036;P04275;Q7Z699;P62333;Q7Z698;P12034-1;P60900;O75832;Q16401","R-HSA-5658438;R-HSA-5658231;R-HSA-5672978;R-HSA-5672980;R-HSA-5654655;R-HSA-5672965;R-HSA-5654658;R-HSA-5658424;R-HSA-5672972;R-HSA-5672973;R-HSA-5658430"
R-HSA-1912408,"Pre-NOTCH Transcription and Translation",2,52,0.00510204081632653,0.986704153734918,0.986704153734918,15,20,0.002442002442002442,48887,Homo sapiens,"ENSG00000134698;ENSG00000134698;ENSG00000112242;ENSG00000112242","O00716;Q9HCK5","R-HSA-1606682;R-HSA-1912406;R-HSA-1912368;R-HSA-1912412;R-HSA-1912413;R-HSA-4395231;R-HSA-1912409;R-HSA-1606561;R-HSA-1912410;R-HSA-1912416;R-HSA-1912363;R-HSA-1912362;R-HSA-1912367;R-HSA-1912366;R-HSA-1912364"
R-HSA-392451,"G beta:gamma signalling through PI3Kgamma",2,52,0.00510204081632653,0.986704153734918,0.986704153734918,3,4,4.884004884004884E-4,48887,Homo sapiens,"ENSG00000117461;ENSG00000117461;ENSG00000059769","Q92569;P50151","R-HSA-392295;R-HSA-392300;R-HSA-198284"
R-HSA-452723,"Transcriptional regulation of pluripotent stem cells",2,52,0.00510204081632653,0.986704153734918,0.986704153734918,12,31,0.003785103785103785,48887,Homo sapiens,"ENSG00000102978;ENSG00000107984;ENSG00000102978","ENSG00000107984;P19387","R-HSA-480470;R-HSA-480520;R-HSA-452838;R-HSA-480301;R-HSA-452894;R-HSA-2972977;R-HSA-452338;R-HSA-480509;R-HSA-480515;R-HSA-452392;R-HSA-452515;R-HSA-452750"
R-HSA-3299685,"Detoxification of Reactive Oxygen Species",2,52,0.00510204081632653,0.986704153734918,0.986704153734918,2,29,0.003540903540903541,48887,Homo sapiens,"ENSG00000176153;ENSG00000176153;ENSG00000117592;ENSG00000117592","P30041;P18283","R-HSA-3343700;R-HSA-3341277"
R-HSA-187037,"NGF signalling via TRKA from the plasma membrane",34,396,0.03885400313971742,0.9868611996049523,0.9868611996049523,30,135,0.016483516483516484,48887,Homo sapiens,"ENSG00000095261;ENSG00000141968;ENSG00000117461;ENSG00000177189;ENSG00000100902;ENSG00000166068;ENSG00000099341;ENSG00000136930;ENSG00000108344;ENSG00000186895;ENSG00000213341;ENSG00000117461;ENSG00000111276;ENSG00000184481;ENSG00000100902;ENSG00000110799;ENSG00000132670;ENSG00000159352;ENSG00000134698;ENSG00000186895;ENSG00000008018;ENSG00000107263;ENSG00000099341;ENSG00000105723;ENSG00000171862;ENSG00000179295;ENSG00000092010;ENSG00000166484;ENSG00000132670;ENSG00000092010;ENSG00000117676;ENSG00000117676;ENSG00000138675;ENSG00000184481;ENSG00000185627;ENSG00000166068;ENSG00000136930;ENSG00000101843;ENSG00000134698;ENSG00000100519;ENSG00000100519;ENSG00000169047;ENSG00000198369;ENSG00000179295;ENSG00000105723;ENSG00000169047;ENSG00000166484;ENSG00000177189;ENSG00000185627;ENSG00000095261;ENSG00000008018;ENSG00000107263;ENSG00000159352;ENSG00000171862;ENSG00000115233;ENSG00000108861;ENSG00000115233;ENSG00000108861;ENSG00000110799;ENSG00000198369;ENSG00000138675;ENSG00000213341;ENSG00000141968;ENSG00000108344;ENSG00000101843;ENSG00000111276","P48556;P11487;O43242;P18433;Q13164;P35568;O00487;O15111;Q99436;P20618;Q13905;Q92569;Q06124;Q7Z699;P55036;Q7Z698;P49840;Q16401;Q9HCK5;P51452;P51812;P98177-1;P98177-2;Q06323;Q15418;Q9UNM6;P15498;P04275;P62333;P12034-1;P60900;P60484;O75832;P46527","R-HSA-170978;R-HSA-198295;R-HSA-5658231;R-HSA-170979;R-HSA-5672978;R-HSA-5672980;R-HSA-199299;R-HSA-198611;R-HSA-198613;R-HSA-5672965;R-HSA-198211;R-HSA-5658424;R-HSA-198714;R-HSA-5672972;R-HSA-199929;R-HSA-5672973;R-HSA-203797;R-HSA-5658430;R-HSA-5658438;R-HSA-198266;R-HSA-2321904;R-HSA-198733;R-HSA-2318752;R-HSA-199959;R-HSA-199895;R-HSA-198371;R-HSA-199456;R-HSA-2316434;R-HSA-198746;R-HSA-198315"
R-HSA-72086,"mRNA Capping",1,36,0.003532182103610675,0.9873034982271957,0.9873034982271957,10,11,0.001343101343101343,48887,Homo sapiens,"ENSG00000102978;ENSG00000102978","P19387","R-HSA-77081;R-HSA-77083;R-HSA-77069;R-HSA-77068;R-HSA-77085;R-HSA-77073;R-HSA-77090;R-HSA-77095;R-HSA-77077;R-HSA-77078"
R-HSA-170822,"Regulation of Glucokinase by Glucokinase Regulatory Protein",1,36,0.003532182103610675,0.9873034982271957,0.9873034982271957,1,5,6.105006105006105E-4,48887,Homo sapiens,"ENSG00000120253;ENSG00000120253","Q8NFH3","R-HSA-170796"
R-HSA-5654708,"Downstream signaling of activated FGFR3",29,348,0.03414442700156986,0.9874835399160227,0.9874835399160227,38,103,0.012576312576312577,48887,Homo sapiens,"ENSG00000095261;ENSG00000141968;ENSG00000117461;ENSG00000100902;ENSG00000166068;ENSG00000099341;ENSG00000136930;ENSG00000108344;ENSG00000186895;ENSG00000213341;ENSG00000117461;ENSG00000111276;ENSG00000184481;ENSG00000100902;ENSG00000110799;ENSG00000132670;ENSG00000159352;ENSG00000134698;ENSG00000186895;ENSG00000008018;ENSG00000099341;ENSG00000105723;ENSG00000171862;ENSG00000179295;ENSG00000092010;ENSG00000132670;ENSG00000092010;ENSG00000138675;ENSG00000184481;ENSG00000185627;ENSG00000166068;ENSG00000136930;ENSG00000101843;ENSG00000134698;ENSG00000100519;ENSG00000100519;ENSG00000169047;ENSG00000179295;ENSG00000198369;ENSG00000105723;ENSG00000169047;ENSG00000185627;ENSG00000095261;ENSG00000008018;ENSG00000159352;ENSG00000171862;ENSG00000115233;ENSG00000115233;ENSG00000110799;ENSG00000198369;ENSG00000138675;ENSG00000213341;ENSG00000141968;ENSG00000108344;ENSG00000101843;ENSG00000111276","P48556;P11487;O43242;P18433;P35568;O00487;O15111;Q99436;P20618;Q92569;Q06124;Q7Z699;P55036;Q7Z698;P49840;Q16401;Q9HCK5;P98177-1;P98177-2;Q06323;P15498;Q9UNM6;P04275;P62333;P60900;P60484;P12034-1;O75832;P46527","R-HSA-5658231;R-HSA-5654634;R-HSA-5654408;R-HSA-5654633;R-HSA-5654409;R-HSA-5672978;R-HSA-5672980;R-HSA-5654637;R-HSA-5654413;R-HSA-5654625;R-HSA-5654631;R-HSA-199299;R-HSA-5654224;R-HSA-5654628;R-HSA-5654709;R-HSA-198611;R-HSA-5654222;R-HSA-198613;R-HSA-5672965;R-HSA-5654705;R-HSA-5654643;R-HSA-5658424;R-HSA-5654640;R-HSA-5654416;R-HSA-5654641;R-HSA-5654646;R-HSA-5672972;R-HSA-5654148;R-HSA-5654647;R-HSA-5672973;R-HSA-5658430;R-HSA-5658438;R-HSA-2321904;R-HSA-2318752;R-HSA-198371;R-HSA-5654623;R-HSA-199456;R-HSA-2316434"
R-HSA-5654696,"Downstream signaling of activated FGFR2",29,348,0.03414442700156986,0.9874835399160227,0.9874835399160227,38,103,0.012576312576312577,48887,Homo sapiens,"ENSG00000095261;ENSG00000141968;ENSG00000117461;ENSG00000100902;ENSG00000166068;ENSG00000099341;ENSG00000136930;ENSG00000108344;ENSG00000186895;ENSG00000213341;ENSG00000117461;ENSG00000111276;ENSG00000184481;ENSG00000100902;ENSG00000110799;ENSG00000132670;ENSG00000159352;ENSG00000134698;ENSG00000186895;ENSG00000008018;ENSG00000099341;ENSG00000105723;ENSG00000171862;ENSG00000179295;ENSG00000092010;ENSG00000132670;ENSG00000092010;ENSG00000138675;ENSG00000184481;ENSG00000185627;ENSG00000166068;ENSG00000136930;ENSG00000101843;ENSG00000134698;ENSG00000100519;ENSG00000100519;ENSG00000169047;ENSG00000179295;ENSG00000198369;ENSG00000105723;ENSG00000169047;ENSG00000185627;ENSG00000095261;ENSG00000008018;ENSG00000159352;ENSG00000171862;ENSG00000115233;ENSG00000115233;ENSG00000110799;ENSG00000198369;ENSG00000138675;ENSG00000213341;ENSG00000141968;ENSG00000108344;ENSG00000101843;ENSG00000111276","P48556;P11487;O43242;P18433;P35568;O00487;O15111;Q99436;P20618;Q92569;Q06124;Q7Z699;P55036;Q7Z698;P49840;Q16401;Q9HCK5;P98177-1;P98177-2;Q06323;P15498;Q9UNM6;P04275;P62333;P60900;P60484;P12034-1;O75832;P46527","R-HSA-5658231;R-HSA-5672978;R-HSA-5672980;R-HSA-5654402;R-HSA-5654701;R-HSA-5654406;R-HSA-199299;R-HSA-5654407;R-HSA-5654404;R-HSA-5654697;R-HSA-198611;R-HSA-198613;R-HSA-5672965;R-HSA-5654157;R-HSA-5654159;R-HSA-5658424;R-HSA-5654147;R-HSA-5672972;R-HSA-5672973;R-HSA-5658430;R-HSA-5658438;R-HSA-5654603;R-HSA-5654605;R-HSA-5654607;R-HSA-2321904;R-HSA-2318752;R-HSA-5654618;R-HSA-198371;R-HSA-5654620;R-HSA-5654622;R-HSA-199456;R-HSA-5654608;R-HSA-5654397;R-HSA-2316434;R-HSA-5654399;R-HSA-5654612;R-HSA-5654614;R-HSA-5654615"
R-HSA-5654687,"Downstream signaling of activated FGFR1",29,348,0.03414442700156986,0.9874835399160227,0.9874835399160227,38,103,0.012576312576312577,48887,Homo sapiens,"ENSG00000095261;ENSG00000141968;ENSG00000117461;ENSG00000100902;ENSG00000166068;ENSG00000099341;ENSG00000136930;ENSG00000108344;ENSG00000186895;ENSG00000213341;ENSG00000117461;ENSG00000111276;ENSG00000184481;ENSG00000100902;ENSG00000110799;ENSG00000132670;ENSG00000159352;ENSG00000134698;ENSG00000186895;ENSG00000008018;ENSG00000099341;ENSG00000105723;ENSG00000171862;ENSG00000179295;ENSG00000092010;ENSG00000132670;ENSG00000092010;ENSG00000138675;ENSG00000184481;ENSG00000185627;ENSG00000166068;ENSG00000136930;ENSG00000101843;ENSG00000134698;ENSG00000100519;ENSG00000100519;ENSG00000169047;ENSG00000179295;ENSG00000198369;ENSG00000105723;ENSG00000169047;ENSG00000185627;ENSG00000095261;ENSG00000008018;ENSG00000159352;ENSG00000171862;ENSG00000115233;ENSG00000115233;ENSG00000110799;ENSG00000198369;ENSG00000138675;ENSG00000213341;ENSG00000141968;ENSG00000108344;ENSG00000101843;ENSG00000111276","P48556;P11487;O43242;P18433;P35568;O00487;O15111;Q99436;P20618;Q92569;Q06124;Q7Z699;P55036;Q7Z698;P49840;Q16401;Q9HCK5;P98177-1;P98177-2;Q06323;P15498;Q9UNM6;P04275;P62333;P60900;P60484;P12034-1;O75832;P46527","R-HSA-5658231;R-HSA-5654575;R-HSA-5654573;R-HSA-5654692;R-HSA-5672978;R-HSA-5654571;R-HSA-5654690;R-HSA-5672980;R-HSA-5654569;R-HSA-5654165;R-HSA-199299;R-HSA-5654167;R-HSA-5654591;R-HSA-198611;R-HSA-198613;R-HSA-5654586;R-HSA-5654587;R-HSA-5672965;R-HSA-5654584;R-HSA-5654582;R-HSA-5658424;R-HSA-5672972;R-HSA-5654578;R-HSA-5672973;R-HSA-5654149;R-HSA-5658430;R-HSA-5658438;R-HSA-5654600;R-HSA-2321904;R-HSA-5654592;R-HSA-2318752;R-HSA-5654594;R-HSA-5654597;R-HSA-5654596;R-HSA-198371;R-HSA-199456;R-HSA-2316434;R-HSA-5654392"
